title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
condado de Orange,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hermandad del lobo (Pacte des Loups, LE)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Otras 48 horas.,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
¿Que hora es alla?(En Namibian Jidion),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La casa de Rusia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Sinceramente Intensamente profundamente,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Impostor,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Kung Pow: Entra en el puño,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frio de perros,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italiano para principiantes (Italiensk para Begyndere),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hombre en blanco,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragón: la historia de Bruce Lee,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Little Dieter necesita volar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El conde de monte cristo,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Las profecías de Mothman,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
"Caminar para recordar, un",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bicicleta de Beijing (Shiqi Sui de Dan Che),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escaflowne: la película (escaflowne),1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Remolino,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Metrópoli,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
La habitación del hijo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Narración de cuentos,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waydowntown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las aventuras de Huck Finn,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holgueros,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumpleañera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Aves raras,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mentira grande y gorda,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daños colaterales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rollerball,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Escocia, PA.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Día del bebé,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novato del Año,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Historia de verano,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cruce,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Guerra de Hart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
John Q,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Peter Pan en regreso al país de Nunca Jamás
",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Súper soldados,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
El buen hijo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Últimas órdenes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Libélula,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
Reina de los condenados,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Cómo matar al perro de tu vecino,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maquina mala,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boda monzónica,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wendigo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Rascar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cazador de vampiros D: Bloodlust (Banpaia Hantâ d),0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
40 días y 40 noches,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nosotros éramos soldados,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ferngully: la última selva tropical,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Todo sobre los Benjamins,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La maquina del tiempo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fun,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
La era de Hielo,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Tiempo de la funcion,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flores de Harrison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Besando a Jessica Stein,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Promesas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Y tu madre también (y tu mamá también),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hoja II,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Hermandad Boys,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verano robado,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
George Washington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Persperas de reloj,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Muerte a Smoochy,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Habitación del pánico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
El novato,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No hay tal cosa,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
El profesor de piano,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Time Out (L'Emploi du Temps),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Impromptu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crímenes altos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Van Wilder de National Lampoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aplastar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Suerte,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambiar de carril,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Fragilidad,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
La cosa más dulce,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El maillot del gato,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
La naturaleza humana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mi gran boda griega,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe versus el volcán,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cuidar de los negocios,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tres hombres y una pequeña dama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Asesinato por números,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
El Rey Escorpión,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Enigma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nueve reinas (nueve reinas),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
El triunfo del amor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viajero mundial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jason X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Vida o algo así,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dogtown y Z-Boyz,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lluvia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El mar de Salton,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hombre de Cadillac,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Delirante,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maridos y esposas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Orquidea Salvaje,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Deuces salvaje,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Final de Hollywood,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hombre araña,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Voluntad de hierro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montañas de la luna,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colmillo Blanco,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El chico nuevo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infiel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
La dama y el duque,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sobre un chico,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Star Wars: Episodio II - Ataque de los clones,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
El creyente,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La importancia de ser sincero,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Suficiente,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Insomnio,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Spirit: El corcel indomable,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trece conversaciones sobre una cosa (también conocida como 13 conversaciones),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La suma de todos los miedos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Hermano encubierto,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuego rápido,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mala compañía,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Secretos divinos de la hermandad ya-ya,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Apreciar,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
El corredor rápido,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
La identidad de Bourne,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Scooby Doo,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Windtalkers,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
La vida peligrosa de los altar chicos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Las nuevas ropas del emperador,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gángster No. 1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Hombre de Harvard,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
Mundo azul oscuro (tmavomodrý svet),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Hombres trabajando,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V. I. Warshawski,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juwanna Mann,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilo y Stitch,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Informe minoritario,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Valla,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Estado del Sol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"¡Hey, Arnold! La película",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Deeds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Encantador y asombroso,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Calabaza,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mira quién habla ahora,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Más pasta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El objeto de la belleza,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vagones este,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Minicampeones,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hombres en Black II (también conocido como Miib) (también conocido como MIB 2),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Las chicas Superpoderosas,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo sin ti,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El cazador de cocodrilos: curso de colisión,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reino de fuego,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Camino a la perdicion,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Todo sobre Lily Chou-Chou (Riri Shushu no subete),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Mi esposa es actriz (ma femme est une actrice),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Halloween: Resurrection (Halloween 8),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sex and Lucia (Lucía y El Sexo),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Freaks de ocho patas,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K-19: El Widowmaker,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Stuart Little 2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Powers en Goldmember,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El niño se queda en la foto,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Renacuajo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
¿Quién es Cletis Tout?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El maestro del disfraz,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Señales,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
El ultimo Beso,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Mini espías 2: la isla de los sueños perdidos
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La buena chica,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Análisis de sangre,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
xxx,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Gente de fiesta las 24 horas,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Votación secreta (Raye Makhfi),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Lawrence Live: Runteldat,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Canciones del segundo piso (Sånger Från Andra Våningen),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Las aventuras de Plutón Nash,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Aplastamiento azul,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mayormente Martha (Bella Martha),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Posesión,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Foto de una hora,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Sirviendo a Sara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Simone (S1M0NE),0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Indiscutible,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amy's O (también conocido como el orgasmo de Amy),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Satén,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Disparos calientes!,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FearDotcom (A.K.A. Fear.com) (A.K.A. Fear Dot Com),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Trineo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ciudad junto al mar,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Nadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tesis (Tesis),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Peluquería,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robando Harvard,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El transportador,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alias ​​Betty (Betty Fisher et Autres Histoires),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Igby cae,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aspen extremo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boda de Betsy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitán Ron,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernest va a la cárcel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernest asustó estúpido,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verano indio,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Problema de mono,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invasores espaciados,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Comando suburbano,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hijo de la novia (Hijo de la Novia, El)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El experimento DAS (experimento,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ballística: Ecks vs. Sever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Las hermanas banger,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Las cuatro plumas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trapped,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8 mujeres,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
La vida secreta (también conocida como hadas ignorantes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Invencible,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secretary,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Alegado (sen a Chihiro no kamikakushi),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Las pruebas de Henry Kissinger,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dulce hogar Alabama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El esmoquin,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milla de luz de la luna,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Wasabi,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Jonah: una película de Veggietales,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dragón rojo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Domingo Sangriento,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cielo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El hombre de los campos de elíseos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bienvenido a Collinwood,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Galanteo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escena retrospectiva,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Abajo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Azúcar morena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chicos de la paleta,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Las reglas de atracción,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Tuck Everlasting,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Oleander blanco,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bolos para columbina,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Comedian,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pokémon 4: La película,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amor punzante,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Barrido,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fórmula 51,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
El anillo,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Enfoque automático,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
La zona gris,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Naqoyqatsi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Las mujeres reales tienen curvas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tully,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Billy Bathgate,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Barco fantasma,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jackass: la película,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pagado,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La verdad sobre Charlie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Todo o nada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frida,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Roger Dodger,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yo espío,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La cláusula de Santa 2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Femme Fatale,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8 millas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lejos del cielo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Harry Potter y la cámara de los secretos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ararat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
El crimen del padre Amaro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
De pie en las sombras de Motown,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Roca Negra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Hombres con escobas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Soldados de perros,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Madame Bovary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La gloria de mi padre (La Gloire de Mon Père),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Castillo de mi madre (Château de Ma Mère, LE)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Regresa a la laguna azul,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Soldados de juguete,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Muere otro día,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
El club del emperador,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Viernes después del siguiente,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velocidad personal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El tranquilo americano,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Habla con ella (Hoble Con Ella),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ocho noches locas (ocho noches locas de Adam Sandler),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Operaciones extremas,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Solaris,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Planeta del tesoro,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
They,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
