Película,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western
"Sixth Sense, The",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Thomas Crown Affair, The",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Thomas Crown Affair, The",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"Acid House, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adventures of Sebastian Cole, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Yards, The",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bowfinger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokedown Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Detroit Rock City,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Than Chocolate,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Head On,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heaven Can Wait,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pit and the Pendulum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Masque of the Red Death, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Haunted Honeymoon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat's Eye,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Monty Python's And Now for Something Completely Different,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damien: Omen II,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Final Conflict, The ",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Airplane!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airplane II: The Sequel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"American Werewolf in Paris, An",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
European Vacation ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
National Lampoon's Vacation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Farm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Problem Child,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Problem Child 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Nemo: Adventures in Slumberland,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Oscar and Lucinda ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tequila Sunrise,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"Pelican Brief, The",0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"Christmas Story, A",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Blue Eyes,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Teaching Mrs. Tingle,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Universal Soldier: The Return,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Universal Soldier,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Perfect Blue,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
In Too Deep,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Source, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iron Eagle,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Iron Eagle II,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Aces: Iron Eagle III,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iron Eagle IV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Three Days of the Condor ,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
Hamlet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medicine Man,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
On the Ropes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"13th Warrior, The",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Astronaut's Wife, The",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Dudley Do-Right,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muse, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chill Factor,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Outside Providence,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedrooms & Hallways,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
West Beirut ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stigmata,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Stir of Echoes,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Black Cat, White Cat ",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Minus Man, The",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Adventures of Milo and Otis, The ",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Only Angels Have Wings,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Othello ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Saturn 3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Soldier's Story, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Saw What You Did,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yellow Submarine,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
American Beauty,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Stop Making Sense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Blue Streak,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Love of the Game,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Caligula,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hard Day's Night, A",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sugar Town,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buddy Holly Story, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fright Night,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Fright Night Part II,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Barefoot in the Park,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deliverance,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Excalibur,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pajama Game, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Sommersby,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Thumbelina,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hell Night,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Armour of God II: Operation Condor (Operation Condor) ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Armour of God ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Double Jeopardy,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Jakob the Liar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mumford,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dog Park,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guinevere,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Adventures of Elmo in Grouchland, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Sez,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Drive Me Crazy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery, Alaska",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Three Kings,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Happy, Texas",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Rose Hotel,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Plunkett & MaCleane,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alvarez Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
And the Ship Sails On ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dark Half, The",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Gulliver's Travels,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monkey Shines,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Phantasm,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Psycho II,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Psycho III,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Sanjuro ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Random Hearts,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Superstar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys Don't Cry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Limey, The",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Risky Business,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Recall,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Body Heat,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ferris Bueller's Day Off,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Year of Living Dangerously, The",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
High Plains Drifter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hang 'Em High,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Drunken Master ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Conformist, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hairspray,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brief Encounter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Razor's Edge, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reds,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Return with Honor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Time of the Gypsies ,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Days of Heaven,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lady Eve, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan's Travels,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Palm Beach Story, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niagara,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gilda,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
South Pacific,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Flashdance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Indochine,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Dirty Dozen, The",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Help!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Goldfinger,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
From Russia with Love,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Dr. No,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Blue Lagoon, The",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Fistful of Dollars, A ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Sydney ,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Home Alone 2: Lost in New York,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Someone to Watch Over Me,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Fight Club,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Story of Us, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fever Pitch,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Julien Donkey-Boy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Omega Code, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Straight Story, The",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bad Seed, The",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Time Bandits,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Man and a Woman, A ",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fitzcarraldo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All That Jazz,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Red Sorghum ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Crimes and Misdemeanors,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bats,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Best Man, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bringing Out the Dead,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crazy in Alabama,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Three to Tango,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Body Shots,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Guardian, The",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Ipcress File, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
On Any Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RoboCop,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
RoboCop 2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
Who Framed Roger Rabbit?,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Melvin and Howard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For Your Eyes Only,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Licence to Kill,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Live and Let Die,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Rawhead Rex,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Thunderball,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
House on Haunted Hill,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Music of the Heart,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Being John Malkovich,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Princess Mononoke ,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
My Best Fiend ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Train of Life ,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Bachelor, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bone Collector, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Insider, The",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
American Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Last Night,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Rosetta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"They Shoot Horses, Don't They?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bride of Re-Animator,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bustin' Loose,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coma,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Creepshow,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Creepshow 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Re-Animator,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Drugstore Cowboy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Falling Down,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Funhouse, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"General, The",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Piranha,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Taming of the Shrew, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nighthawks,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Yojimbo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Repossessed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Omega Man, The",0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Spaceballs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Robin Hood,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mister Roberts,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Quest for Fire ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Little Big Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Face in the Crowd, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trading Places,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meatballs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meatballs Part II,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meatballs III,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meatballs 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Again,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Peter's Friends,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Incredibly True Adventure of Two Girls in Love, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Under the Rainbow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anywhere But Here,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dogma,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Messenger: The Story of Joan of Arc, The",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Pokémon: The First Movie,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Felicia's Journey,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oxygen,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Where's Marlowe?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Commitments, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Holiday Inn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Longest Day, The",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Poison Ivy,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Poison Ivy: New Seduction,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tora! Tora! Tora!,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Women on the Verge of a Nervous Breakdown ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Verdict, The",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stand and Deliver,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moonstruck,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sandpiper, The",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jeremiah Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Repulsion,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Irma la Douce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42 Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Liberty Heights,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mansfield Park,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sleepy Hollow,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"World Is Not Enough, The",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
All About My Mother ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Babes in Toyland,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Scrooged,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matewan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kagemusha,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
McCabe & Mrs. Miller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Maurice,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Grapes of Wrath, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Man Godfrey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shop Around the Corner, The",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Natural, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shampoo,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"River Runs Through It, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fatal Attraction,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Jagged Edge,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Stanley & Iris,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Midnight Run,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Awakenings,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Come See the Paradise,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Backdraft,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Fisher King, The",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"River, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Places in the Heart,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
night Mother,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
End of Days,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
Toy Story 2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flawless,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ride with the Devil,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Distinguished Gentleman, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"End of the Affair, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holy Smoke,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sweet and Lowdown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bonfire of the Vanities,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Daddy Long Legs,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand Illusion ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Great Santini, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stealing Home,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Two Jakes, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
U2: Rattle and Hum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Hell in the Pacific,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cradle Will Rock,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deuce Bigalow: Male Gigolo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Mile, The",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Cider House Rules, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"War Zone, The",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Last Picture Show, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7th Voyage of Sinbad, The",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Anna and the King,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bicentennial Man,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Stuart Little,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emperor and the Assassin, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fantasia 2000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Magnolia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Onegin,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Simpatico,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Topsy-Turvy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
